fecha,tmed,prec,tmin,tmax,dir,velmedia,racha,sol,presMax,presMin
2015-02-19,7.6,0.0,1.8,13.4,13.0,3.3,8.6,10.2,970.9,965.9
2015-02-20,6.1,1.4,-0.4,12.6,99.0,1.4,5.3,8.5,966.0,954.1
2015-02-21,10.1,0.2,5.9,14.3,34.0,6.7,18.3,7.7,954.1,948.5
2015-02-22,10.7,0.0,5.8,15.6,99.0,5.8,15.3,9.8,957.5,952.3
2015-02-23,10.8,0.0,6.4,15.2,27.0,5.6,15.6,6.1,960.5,954.3
2015-02-24,8.3,0.0,3.3,13.3,28.0,4.7,11.4,8.0,968.9,960.5
2015-02-25,9.6,0.0,3.2,15.9,32.0,3.3,11.9,10.1,969.2,965.3
2015-02-26,9.9,0.0,6.0,13.8,35.0,2.8,12.8,1.6,966.5,961.9
2015-02-27,10.0,0.0,4.4,15.6,34.0,5.6,18.3,10.8,963.6,960.8
2015-02-28,10.6,0.0,3.4,17.8,28.0,1.9,8.1,8.9,964.5,961.5
2015-03-01,13.2,0.0,7.3,19.0,29.0,2.8,8.3,9.5,965.1,962.6
2015-03-02,13.8,0.0,8.5,19.2,26.0,3.9,7.5,5.4,966.5,963.6
2015-03-03,14.0,4.2,8.3,19.6,32.0,2.2,6.4,7.1,965.6,962.6
2015-03-04,11.6,0.0,5.0,18.2,35.0,4.2,11.4,11.0,973.7,965.1
2015-03-05,7.2,0.0,-1.0,15.5,11.0,2.8,13.3,11.1,974.0,967.5
2015-03-06,9.8,0.0,-0.8,20.5,4.0,1.7,5.3,11.1,970.4,967.2
2015-03-07,12.7,0.0,2.9,22.5,10.0,1.7,6.1,11.2,969.9,964.1
2015-03-08,12.8,0.0,1.7,24.0,29.0,1.9,5.8,10.8,964.4,960.4
2015-03-09,13.2,0.0,2.6,23.9,13.0,1.7,5.0,11.2,965.1,961.9
2015-03-10,13.1,0.0,2.6,23.6,26.0,1.7,8.6,11.3,966.0,962.8
2015-03-11,13.4,0.0,3.7,23.2,29.0,1.9,7.2,11.1,966.3,962.7
2015-03-12,13.2,0.0,3.8,22.5,99.0,3.1,8.9,11.0,963.1,958.5
2015-03-13,13.0,0.0,6.3,19.6,3.0,2.5,10.0,9.2,962.1,959.0
2015-03-14,9.8,0.0,4.8,14.8,4.0,2.5,9.2,11.5,964.0,959.3
2015-03-15,6.6,0.0,0.0,13.3,4.0,2.8,8.3,10.3,960.5,955.3
2015-03-16,7.5,0.0,0.2,14.8,9.0,1.9,7.2,11.4,958.6,955.7
2015-03-17,9.4,0.8,3.6,15.2,13.0,4.2,14.7,2.1,956.7,952.8
2015-03-18,6.8,7.4,4.4,9.1,8.0,3.3,12.2,0.1,957.8,954.8
2015-03-19,9.8,10.8,6.9,12.7,12.0,2.8,9.7,0.0,955.9,951.2
2015-03-20,10.7,10.4,7.5,13.9,6.0,3.6,11.4,0.9,954.0,947.5
2015-03-21,10.0,6.0,7.8,12.2,4.0,2.2,7.5,0.2,948.8,946.7
2015-03-22,11.1,1.2,8.1,14.1,6.0,2.5,8.3,2.2,949.0,947.0
2015-03-23,8.8,20.4,6.0,11.5,23.0,1.9,13.6,0.1,948.6,941.2
2015-03-24,9.9,1.0,6.0,13.8,7.0,4.2,13.3,0.5,948.8,941.1
2015-03-25,6.4,0.0,1.7,11.2,36.0,5.0,14.7,7.9,956.0,948.8
2015-03-26,9.2,0.0,2.1,16.3,33.0,5.8,11.9,4.5,962.6,955.8
2015-03-27,15.4,0.0,8.7,22.0,33.0,5.0,12.8,11.8,967.8,962.5
2015-03-28,16.4,0.0,7.4,25.3,26.0,1.9,8.1,12.2,968.3,964.5
2015-03-29,16.9,0.0,10.1,23.7,36.0,2.8,9.7,11.9,967.1,963.9
2015-03-30,17.6,0.0,9.1,26.0,28.0,3.3,9.7,11.8,968.1,965.2
2015-03-31,19.9,0.0,12.2,27.6,34.0,2.8,9.2,12.3,967.9,964.0
2015-04-01,15.8,0.0,8.0,23.5,36.0,1.9,7.5,12.3,968.5,963.9
2015-04-02,15.0,0.0,6.3,23.7,12.0,1.4,5.8,11.9,966.1,961.4
2015-04-03,16.0,0.0,7.4,24.7,99.0,1.7,5.0,10.6,962.0,954.7
2015-04-04,16.8,0.0,9.0,24.6,8.0,2.8,6.7,12.0,954.7,950.7
2015-04-05,15.4,0.0,6.1,24.8,12.0,1.1,9.4,12.1,952.4,948.6
2015-04-06,15.6,0.0,9.6,21.6,11.0,6.4,12.5,9.9,960.0,951.3
2015-04-07,12.2,0.0,6.4,17.9,13.0,6.4,15.0,10.4,965.1,960.0
2015-04-08,12.6,0.4,7.1,18.1,11.0,5.6,15.8,7.4,965.4,960.6
2015-04-09,9.7,10.0,7.1,12.3,12.0,3.9,11.4,0.4,964.1,961.8
2015-04-10,12.5,4.2,7.5,17.5,9.0,2.2,6.9,5.8,962.8,960.3
2015-04-11,14.6,0.0,7.6,21.6,14.0,3.1,11.7,9.0,965.3,960.8
2015-04-12,15.4,0.2,8.5,22.2,11.0,3.6,13.9,11.3,965.3,960.9
2015-04-13,16.9,0.0,10.0,23.8,15.0,6.1,17.5,11.8,965.1,961.0
2015-04-14,17.8,0.2,11.1,24.6,11.0,8.1,19.2,6.0,963.4,956.3
2015-04-15,16.1,1.2,11.1,21.1,28.0,4.2,12.5,4.2,958.6,952.1
2015-04-16,14.7,0.8,10.8,18.6,27.0,4.4,11.7,5.6,958.6,954.5
2015-04-17,15.6,0.0,9.8,21.4,30.0,3.1,8.1,11.4,959.3,955.6
2015-04-18,14.0,0.0,8.9,19.0,99.0,4.7,13.6,11.9,956.5,952.9
2015-04-19,12.8,0.0,6.1,19.4,32.0,2.5,7.5,12.1,958.7,955.2
2015-04-20,14.5,0.0,5.5,23.5,11.0,3.1,10.3,12.7,961.0,957.2
2015-04-21,16.6,0.0,10.4,22.8,11.0,6.9,14.7,10.5,961.1,957.2
2015-04-22,17.0,0.0,11.3,22.6,12.0,3.9,12.5,9.9,960.7,958.3
2015-04-23,17.4,0.0,9.3,25.4,29.0,2.2,7.8,12.3,960.1,955.9
2015-04-24,17.6,0.0,11.8,23.4,26.0,2.5,11.4,4.5,956.9,953.3
2015-04-25,15.1,6.4,10.6,19.6,27.0,3.6,9.4,2.0,957.1,952.7
2015-04-26,13.8,11.8,9.6,17.9,30.0,1.9,18.3,3.3,952.7,946.7
2015-04-27,13.0,0.0,8.3,17.7,27.0,5.0,11.1,8.8,957.8,950.9
2015-04-28,14.8,0.0,8.5,21.2,10.0,1.4,5.8,10.4,960.4,956.8
2015-04-29,16.0,0.0,10.8,21.1,27.0,4.7,11.4,12.8,960.8,957.1
2015-04-30,17.4,0.0,10.7,24.1,31.0,2.8,7.8,12.9,961.5,958.4
2015-05-01,19.6,0.0,14.6,24.5,28.0,4.7,13.3,6.2,959.3,956.3
2015-05-02,21.6,0.0,14.4,28.7,27.0,2.5,10.0,12.3,957.7,952.2
2015-05-03,21.0,4.2,16.4,25.5,32.0,2.8,8.9,2.0,954.1,951.1
2015-05-04,20.2,0.0,14.5,26.0,24.0,3.9,13.6,1.8,951.8,946.6
2015-05-05,16.0,0.0,10.7,21.3,28.0,5.0,11.7,11.3,957.4,951.5
2015-05-06,16.0,0.0,7.6,24.5,31.0,2.8,7.8,12.4,959.8,957.0
2015-05-07,19.5,0.0,8.2,30.8,27.0,3.1,11.4,13.4,958.8,952.8
2015-05-08,18.8,0.0,13.2,24.4,30.0,6.9,13.6,12.2,964.3,955.4
2015-05-09,20.9,0.0,12.7,29.1,12.0,1.7,5.8,11.9,965.3,961.8
2015-05-10,23.7,0.0,14.4,33.0,12.0,3.9,8.9,13.1,962.9,958.4
2015-05-11,25.3,0.0,16.3,34.3,8.0,3.3,10.0,12.8,962.3,958.2
2015-05-12,25.0,0.0,14.6,35.4,29.0,3.1,7.5,12.7,963.2,959.9
2015-05-13,27.3,0.0,16.9,37.7,27.0,3.6,11.4,11.0,963.7,959.7
2015-05-14,24.4,0.0,16.4,32.4,31.0,6.7,17.5,11.2,960.0,954.2
2015-05-15,18.8,0.0,11.3,26.4,1.0,4.7,17.8,13.7,965.1,957.6
2015-05-16,19.4,0.0,9.7,29.2,3.0,4.4,13.1,13.7,966.0,962.2
2015-05-17,22.3,0.0,13.1,31.5,6.0,2.8,8.3,13.7,963.8,956.3
2015-05-18,23.8,0.0,14.8,32.7,30.0,4.4,9.2,13.1,956.3,949.4
2015-05-19,18.9,2.2,11.2,26.6,2.0,4.2,15.8,9.6,958.2,948.4
2015-05-20,15.2,0.0,6.8,23.5,31.0,3.1,10.6,13.4,962.8,957.9
2015-05-21,16.3,0.0,8.7,23.9,9.0,3.6,10.3,13.7,965.8,961.7
2015-05-22,16.1,0.0,8.0,24.2,8.0,4.2,11.7,13.8,964.6,957.7
2015-05-23,17.8,0.0,10.0,25.5,4.0,3.1,15.3,13.5,959.9,954.3
2015-05-24,19.0,0.0,10.9,27.0,12.0,3.1,9.7,10.0,957.1,953.1
2015-05-25,20.6,0.0,13.9,27.4,8.0,2.2,9.2,10.0,959.0,955.4
2015-05-26,21.2,0.0,12.6,29.7,1.0,2.8,9.7,13.9,959.5,955.7
2015-05-27,21.4,0.0,11.8,30.9,99.0,2.2,6.7,14.1,959.8,955.1
2015-05-28,24.4,0.0,15.4,33.4,99.0,3.1,8.6,14.0,958.5,952.9
2015-05-29,23.5,4.4,15.6,31.4,26.0,3.3,16.1,3.5,957.1,951.9
2015-05-30,22.0,2.0,13.4,30.7,4.0,3.3,20.3,13.0,957.4,954.5
2015-05-31,23.2,0.0,13.9,32.4,28.0,3.9,11.4,14.1,957.7,954.6
2015-06-01,23.4,0.0,14.6,32.3,24.0,3.6,11.1,13.7,957.8,954.9
2015-06-02,26.1,0.0,18.3,33.9,32.0,2.5,8.1,12.4,959.4,956.8
2015-06-03,26.8,0.0,18.6,34.9,13.0,3.3,12.8,13.0,961.0,957.6
2015-06-04,25.2,0.0,17.7,32.7,15.0,4.7,10.8,13.8,961.9,957.2
2015-06-05,25.4,0.0,17.1,33.7,15.0,4.2,11.7,13.2,960.2,956.5
2015-06-06,26.4,0.0,17.9,34.9,12.0,3.6,9.7,13.6,960.9,957.2
2015-06-07,26.5,0.0,18.3,34.7,99.0,3.1,9.4,13.7,961.6,956.8
2015-06-08,25.8,0.0,17.4,34.3,10.0,2.8,9.2,14.1,959.8,954.2
2015-06-09,25.4,1.4,17.3,33.6,36.0,4.7,13.9,9.0,956.2,951.1
2015-06-10,23.5,4.2,16.9,30.1,27.0,3.3,11.4,6.6,956.0,950.2
2015-06-11,19.6,6.8,14.6,24.6,28.0,4.2,17.5,6.2,954.2,950.5
2015-06-12,18.9,0.0,13.5,24.3,26.0,3.9,12.5,9.9,953.7,951.4
2015-06-13,18.6,0.0,13.9,23.2,28.0,5.6,13.6,10.2,954.7,951.5
2015-06-14,17.4,5.2,11.5,23.3,24.0,4.2,13.9,7.2,955.9,952.7
2015-06-15,16.6,3.6,11.5,21.7,27.0,2.8,10.0,9.4,960.4,954.7
2015-06-16,19.2,0.0,11.2,27.3,36.0,1.4,8.3,13.6,962.4,960.0
2015-06-17,21.6,0.0,13.7,29.5,7.0,2.8,9.2,14.3,962.4,958.6
2015-06-18,23.2,0.0,14.4,32.0,99.0,2.5,7.5,13.9,961.7,957.7
2015-06-19,25.4,0.0,16.2,34.6,36.0,1.1,8.6,14.3,959.9,955.7
2015-06-20,26.9,0.0,17.9,35.9,26.0,1.9,8.6,14.4,959.6,955.7
2015-06-21,28.1,0.0,19.0,37.2,26.0,4.2,13.3,13.3,959.0,955.0
2015-06-22,28.7,0.0,22.5,34.9,26.0,3.6,11.7,12.2,957.6,952.8
2015-06-23,25.4,0.4,19.3,31.4,31.0,6.1,12.5,12.8,957.2,952.7
2015-06-24,24.5,0.0,16.2,32.8,28.0,2.5,8.6,13.9,959.7,956.3
2015-06-25,26.1,0.0,17.3,34.9,34.0,3.1,9.4,14.1,962.0,959.4
2015-06-26,28.0,0.0,18.9,37.2,25.0,3.3,10.6,14.1,962.8,959.3
2015-06-27,30.4,0.0,21.6,39.2,99.0,3.1,8.9,14.1,961.1,957.7
2015-06-28,31.6,0.0,22.6,40.7,30.0,3.1,10.6,14.0,960.2,956.9
2015-06-29,32.0,0.0,21.9,42.0,27.0,2.5,8.9,12.2,959.6,955.0
2015-06-30,32.2,0.0,23.7,40.8,20.0,2.8,12.2,14.0,957.1,952.2
2015-07-01,30.8,4.2,22.9,38.8,30.0,4.2,11.9,13.1,957.1,951.8
2015-07-02,28.6,0.0,20.5,36.8,24.0,2.8,8.3,11.9,960.1,956.9
2015-07-03,30.4,0.0,21.6,39.2,18.0,4.2,10.8,13.8,959.9,957.0
2015-07-04,30.4,0.0,21.4,39.5,32.0,3.1,9.4,13.1,961.7,956.3
2015-07-05,31.2,0.0,22.5,39.9,25.0,2.2,10.3,12.0,959.3,956.2
2015-07-06,32.4,0.0,22.0,42.8,28.0,3.6,14.4,13.3,959.0,955.4
2015-07-07,33.1,0.0,25.4,40.8,30.0,4.2,11.7,13.6,959.0,955.3
2015-07-08,31.4,0.0,22.9,40.0,27.0,3.6,10.8,14.0,957.2,954.1
2015-07-09,30.8,0.0,20.8,40.9,28.0,3.9,11.9,14.2,957.8,954.0
2015-07-10,31.2,0.0,24.2,38.1,28.0,3.9,11.4,14.1,958.5,955.9
2015-07-11,29.5,0.0,21.1,37.9,26.0,3.1,8.6,14.1,960.3,957.2
2015-07-12,30.3,0.0,21.8,38.8,30.0,4.2,10.3,14.1,960.5,957.1
2015-07-13,31.2,0.0,22.3,40.2,30.0,2.2,8.6,14.1,960.4,956.7
2015-07-14,31.6,0.0,21.7,41.4,28.0,1.4,8.1,13.9,959.0,955.1
2015-07-15,31.7,0.0,22.0,41.4,32.0,1.9,7.8,13.6,957.4,953.0
2015-07-16,32.2,0.0,23.8,40.7,28.0,3.3,13.1,11.1,956.5,953.5
2015-07-17,31.0,1.0,24.4,37.5,26.0,3.1,11.7,8.8,959.3,955.1
2015-07-18,28.4,0.0,21.4,35.4,28.0,4.4,13.6,10.8,960.2,955.2
2015-07-19,29.1,0.0,22.4,35.8,31.0,4.4,10.6,13.1,958.5,955.1
2015-07-20,31.0,0.0,23.0,39.0,99.0,3.1,9.2,13.7,956.9,953.6
2015-07-21,31.6,0.0,24.9,38.4,29.0,4.2,12.5,13.5,956.8,953.5
2015-07-22,30.5,0.0,23.6,37.4,32.0,2.8,11.4,11.3,957.4,954.7
2015-07-23,30.0,0.0,21.4,38.6,27.0,3.6,10.6,13.6,957.5,951.9
2015-07-24,28.1,0.0,21.5,34.7,28.0,6.4,14.7,12.6,954.4,951.6
2015-07-25,28.3,0.0,20.8,35.8,35.0,2.5,8.1,13.6,956.7,953.8
2015-07-26,29.4,0.0,20.9,37.9,29.0,4.2,10.8,13.7,957.1,953.3
2015-07-27,30.7,0.0,22.8,38.6,27.0,3.9,10.8,13.7,955.5,952.4
2015-07-28,31.2,0.0,23.2,39.3,31.0,4.4,11.9,13.7,955.4,951.1
2015-07-29,30.7,0.0,23.5,37.9,26.0,5.6,12.2,13.7,954.2,950.3
2015-07-30,29.1,0.0,22.5,35.7,27.0,4.4,12.8,12.8,952.6,948.9
2015-07-31,25.7,2.2,18.3,33.1,25.0,4.4,16.1,8.8,952.1,946.6
2015-08-01,25.6,0.0,17.0,34.1,2.0,2.5,8.3,13.6,955.1,951.9
2015-08-02,29.4,0.0,20.4,38.5,10.0,3.3,10.0,13.4,956.9,953.9
2015-08-03,30.6,0.0,22.6,38.7,31.0,4.2,11.1,11.2,956.4,952.9
2015-08-04,30.2,0.0,23.0,37.4,26.0,2.8,9.7,13.2,957.3,953.7
2015-08-05,30.5,0.0,22.0,39.0,28.0,2.5,12.8,13.4,956.3,953.0
2015-08-06,29.4,0.0,19.5,39.2,31.0,3.1,10.0,12.7,956.5,953.2
2015-08-07,29.8,4.2,22.0,37.7,28.0,3.3,16.7,10.9,957.8,953.9
2015-08-08,30.0,0.0,23.6,36.3,26.0,4.4,11.9,6.9,960.3,955.4
2015-08-09,27.3,0.0,17.6,37.0,30.0,2.8,9.2,11.8,961.8,956.3
2015-08-10,28.4,0.0,19.1,37.7,31.0,4.4,12.8,12.7,958.4,953.1
2015-08-11,30.0,0.0,24.7,35.3,30.0,3.9,11.9,12.5,955.8,952.5
2015-08-12,28.2,0.0,21.5,35.0,34.0,2.5,11.4,8.3,958.7,955.7
2015-08-13,22.6,0.0,16.5,28.8,32.0,5.3,13.6,13.2,960.9,957.3
2015-08-14,22.1,0.0,15.5,28.7,31.0,2.8,8.9,10.4,959.0,955.1
2015-08-15,23.8,0.0,17.9,29.8,27.0,3.9,8.9,11.8,955.9,953.3
2015-08-16,24.0,0.0,15.9,32.2,26.0,3.6,10.0,11.3,955.3,951.6
2015-08-17,26.6,0.0,20.6,32.5,26.0,3.3,10.8,10.9,953.8,950.4
2015-08-18,26.4,0.0,18.5,34.2,24.0,1.7,9.2,12.8,955.6,951.9
2015-08-19,27.7,0.0,20.7,34.7,28.0,2.8,8.6,11.0,958.4,955.4
2015-08-20,29.2,0.0,21.2,37.1,32.0,2.5,7.8,12.8,961.4,958.0
2015-08-21,28.8,4.2,21.9,35.8,16.0,3.1,16.1,7.9,960.6,956.2
2015-08-22,26.0,0.0,19.3,32.8,29.0,4.2,13.1,11.8,957.8,951.1
2015-08-23,22.4,4.2,18.4,26.3,26.0,7.5,15.3,11.5,954.0,951.0
2015-08-24,20.4,0.0,15.1,25.7,27.0,5.3,12.8,11.6,958.9,952.7
2015-08-25,22.4,0.0,13.0,31.8,10.0,1.9,7.2,13.0,961.3,956.7
2015-08-26,26.2,0.0,17.8,34.6,31.0,4.4,10.0,11.4,957.7,954.6
2015-08-27,26.6,0.0,19.7,33.4,29.0,3.3,10.3,12.7,958.2,955.3
2015-08-28,28.0,0.0,18.7,37.4,11.0,1.9,10.6,12.6,959.0,954.5
2015-08-29,29.6,0.0,21.8,37.3,16.0,4.2,13.3,12.1,959.0,954.5
2015-08-30,29.3,3.6,21.4,37.2,32.0,4.4,20.3,8.2,957.8,951.8
2015-08-31,24.3,0.0,18.5,30.1,29.0,1.9,16.7,6.8,957.7,955.0
2015-09-01,24.6,0.0,17.7,31.6,34.0,1.7,7.5,11.0,958.1,954.7
2015-09-02,25.2,0.0,17.6,32.9,30.0,2.5,8.9,11.3,955.5,951.4
2015-09-03,21.8,0.0,16.3,27.4,29.0,3.1,9.4,11.5,955.2,952.8
2015-09-04,22.6,0.4,17.0,28.1,27.0,1.9,12.5,9.0,957.2,953.5
2015-09-05,21.4,0.0,14.6,28.3,27.0,2.2,10.0,6.0,960.2,956.8
2015-09-06,23.4,1.4,17.6,29.1,99.0,3.1,10.3,11.2,961.3,958.5
2015-09-07,21.0,0.0,16.0,26.1,10.0,1.9,8.6,6.3,961.3,958.1
2015-09-08,21.6,0.0,12.8,30.5,28.0,1.4,8.9,11.1,959.0,955.0
2015-09-09,22.4,4.2,14.2,30.5,31.0,3.9,11.7,11.5,957.7,954.3
2015-09-10,24.1,0.0,18.2,30.0,29.0,4.2,11.9,11.8,955.9,952.5
2015-09-11,24.6,0.0,16.8,32.3,26.0,2.5,8.6,11.8,955.3,951.5
2015-09-12,24.8,0.0,18.9,30.7,14.0,3.3,14.2,6.6,955.0,951.7
2015-09-13,21.4,4.2,17.0,25.9,29.0,5.3,12.8,7.5,954.6,951.3
2015-09-14,19.6,0.0,14.1,25.0,33.0,4.7,10.8,10.0,957.2,953.5
2015-09-15,18.2,0.0,15.1,21.3,99.0,3.9,10.0,4.6,953.9,948.2
2015-09-16,20.0,14.0,15.1,24.9,23.0,6.9,17.2,4.8,949.5,944.8
2015-09-17,16.0,0.0,10.3,21.6,27.0,2.8,10.3,11.6,958.4,949.5
2015-09-18,17.2,0.0,9.5,24.9,11.0,1.9,6.7,12.0,961.4,958.3
2015-09-19,20.6,0.0,12.9,28.2,9.0,2.5,8.1,11.8,964.2,960.9
2015-09-20,20.6,0.0,11.2,29.9,31.0,2.5,8.6,11.8,963.6,959.3
2015-09-21,22.0,0.0,13.0,30.9,27.0,3.3,12.5,11.8,960.0,955.8
2015-09-22,22.1,0.0,14.9,29.3,29.0,4.4,13.1,11.8,956.6,952.7
2015-09-23,21.6,0.0,14.8,28.3,13.0,1.9,8.6,11.5,959.0,955.0
2015-09-24,20.2,0.0,11.9,28.6,14.0,1.4,6.4,11.6,960.4,957.8
2015-09-25,21.2,0.0,11.4,31.1,12.0,1.7,5.6,10.8,960.3,956.8
2015-09-26,22.6,0.0,13.9,31.4,6.0,2.2,8.9,10.0,958.5,955.9
2015-09-27,23.2,0.0,15.4,31.1,36.0,1.1,20.8,9.2,959.5,956.6
2015-09-28,20.2,4.2,13.7,26.6,10.0,5.0,11.4,10.4,961.1,957.9
2015-09-29,18.4,0.0,11.5,25.3,99.0,2.5,8.3,10.1,959.7,954.1
2015-09-30,19.0,0.0,12.4,25.5,99.0,1.9,5.8,8.1,960.7,955.8
2015-10-01,19.0,0.0,11.0,26.9,27.0,2.5,8.9,11.3,963.4,960.0
2015-10-02,20.0,0.0,13.4,26.7,30.0,4.4,15.0,10.7,960.7,953.8
2015-10-03,21.7,0.0,16.7,26.7,30.0,2.2,9.2,4.2,957.8,954.6
2015-10-04,21.4,1.8,18.6,24.3,24.0,3.1,10.3,0.7,959.9,957.7
2015-10-05,21.0,2.0,16.9,25.2,25.0,5.6,16.1,3.6,959.6,953.4
2015-10-06,18.2,0.0,14.2,22.2,28.0,4.7,13.6,6.7,958.7,953.6
2015-10-07,16.8,0.0,11.0,22.6,33.0,1.7,7.5,10.7,959.5,956.4
2015-10-08,16.6,0.0,9.0,24.2,8.0,1.9,7.2,10.1,957.8,954.7
2015-10-09,17.8,0.0,10.6,25.0,9.0,2.2,6.4,9.6,956.2,952.4
2015-10-10,16.8,4.2,9.6,24.1,20.0,1.9,7.2,6.5,953.0,949.2
2015-10-11,19.1,0.2,14.3,23.9,25.0,2.5,11.4,4.6,949.6,947.6
2015-10-12,19.6,1.4,16.1,23.2,19.0,2.2,8.1,5.7,953.2,948.8
2015-10-13,16.0,0.2,9.9,22.0,35.0,2.2,13.9,5.8,956.1,952.7
2015-10-14,13.4,0.0,6.8,20.1,36.0,1.1,5.3,10.8,955.9,953.5
2015-10-15,13.4,0.0,4.4,22.5,26.0,1.9,8.3,10.7,956.1,953.6
2015-10-16,16.2,0.0,7.7,24.7,99.0,2.5,5.3,7.7,956.7,953.1
2015-10-17,18.3,2.2,12.1,24.5,26.0,4.2,9.7,3.1,953.5,950.3
2015-10-18,17.6,8.4,14.2,21.0,18.0,2.2,8.3,0.4,953.9,949.5
2015-10-19,18.6,2.2,14.7,22.5,12.0,3.1,9.7,4.3,953.0,948.5
2015-10-20,16.2,4.2,10.6,21.8,5.0,3.3,8.6,6.1,959.3,952.8
2015-10-21,12.4,0.0,7.0,17.9,36.0,1.7,6.7,9.0,960.6,958.0
2015-10-22,13.4,0.0,4.8,22.1,26.0,1.1,4.7,10.5,962.8,959.9
2015-10-23,14.7,0.0,7.6,21.8,10.0,1.4,6.7,5.2,961.8,957.9
2015-10-24,16.0,0.0,10.1,21.8,12.0,1.4,5.3,3.5,960.1,957.4
2015-10-25,17.0,0.0,10.5,23.5,16.0,2.5,8.9,7.0,960.9,956.3
2015-10-26,15.8,1.2,13.5,18.2,11.0,1.9,6.7,1.1,956.3,952.1
2015-10-27,13.6,2.4,10.2,17.0,26.0,4.7,12.8,4.1,956.0,951.0
2015-10-28,13.7,0.0,9.9,17.5,26.0,4.4,15.0,6.8,960.6,954.4
2015-10-29,16.0,0.0,11.9,20.2,26.0,2.8,15.0,9.2,961.7,959.4
2015-10-30,16.2,0.0,8.8,23.5,11.0,1.9,8.1,9.1,960.5,956.2
2015-10-31,18.0,0.0,12.2,23.7,99.0,3.1,9.2,7.8,961.5,956.6
2015-11-01,15.4,20.0,12.1,18.8,12.0,6.7,17.8,3.6,961.7,954.5
2015-11-02,13.8,3.0,11.1,16.6,8.0,3.1,13.6,1.3,955.7,948.5
2015-11-03,13.4,1.2,10.6,16.3,31.0,2.2,9.2,1.9,962.6,954.1
2015-11-04,14.8,0.2,10.8,18.8,30.0,1.1,6.7,1.4,962.9,960.7
2015-11-05,16.1,0.0,12.1,20.1,30.0,1.9,6.7,4.3,966.1,962.3
2015-11-06,16.4,0.0,10.3,22.5,16.0,1.4,4.2,9.6,967.6,965.4
2015-11-07,17.4,0.0,10.7,24.2,11.0,2.2,6.9,9.6,967.9,965.5
2015-11-08,17.3,0.0,10.3,24.3,10.0,2.5,7.8,9.7,970.3,966.7
2015-11-09,15.3,0.0,7.9,22.7,14.0,1.9,5.3,9.7,973.0,970.3
2015-11-10,14.2,0.0,5.4,23.1,12.0,1.9,4.4,9.7,970.8,966.7
2015-11-11,13.4,0.0,4.3,22.5,99.0,1.1,3.9,9.6,967.3,963.8
2015-11-12,13.5,0.0,4.7,22.3,11.0,1.7,5.3,9.6,966.3,963.5
2015-11-13,13.2,0.0,4.2,22.1,10.0,0.8,4.2,9.5,970.8,966.3
2015-11-14,12.3,0.0,5.7,18.9,10.0,1.7,8.1,5.8,972.7,968.6
2015-11-15,12.2,0.0,3.9,20.6,10.0,0.8,4.4,9.4,968.6,963.4
2015-11-16,11.0,0.0,3.4,18.7,28.0,2.2,5.8,9.3,965.3,962.6
2015-11-17,10.0,0.0,3.5,16.5,10.0,1.1,3.6,4.3,967.7,964.3
2015-11-18,10.2,0.0,1.2,19.1,9.0,1.1,3.3,5.8,969.3,966.7
2015-11-19,13.0,0.0,4.3,21.6,28.0,1.7,4.7,9.3,970.9,968.1
2015-11-20,12.2,0.0,5.2,19.3,29.0,2.5,7.5,7.9,971.2,963.7
2015-11-21,10.2,1.0,4.7,15.7,34.0,8.3,18.3,7.4,963.7,953.6
2015-11-22,5.8,0.8,1.7,10.0,36.0,3.1,11.7,3.2,959.3,953.2
2015-11-23,6.4,0.0,0.6,12.3,2.0,2.8,10.8,9.3,965.3,955.3
2015-11-24,7.0,0.0,0.7,13.4,30.0,2.2,7.8,6.1,967.6,964.9
2015-11-25,11.4,0.0,6.4,16.3,99.0,4.2,10.6,4.1,966.8,962.2
2015-11-26,12.4,0.0,6.8,17.9,34.0,5.6,14.7,9.2,963.2,959.1
2015-11-27,12.6,0.0,7.0,18.3,34.0,3.9,11.7,8.9,959.7,956.4
2015-11-28,10.2,0.0,2.7,17.8,99.0,1.9,5.0,9.1,968.8,959.6
2015-11-29,7.2,0.0,-0.8,15.1,12.0,1.9,4.7,9.1,974.4,968.5
2015-11-30,7.2,0.0,-2.5,16.9,10.0,1.4,4.7,8.9,975.4,971.6
2015-12-01,7.1,0.0,-1.6,15.8,14.0,1.4,5.3,8.4,972.7,968.8
2015-12-02,9.0,0.0,1.0,16.9,30.0,1.7,4.7,7.6,971.0,968.1
2015-12-03,10.0,0.0,1.4,18.7,12.0,1.9,5.3,8.5,971.8,968.7
2015-12-04,9.7,0.0,1.9,17.5,99.0,1.7,5.3,7.9,974.7,971.4
2015-12-05,12.4,0.0,3.9,20.9,10.0,1.7,4.7,8.6,972.6,968.0
2015-12-06,9.2,0.0,1.8,16.5,10.0,2.5,7.8,8.1,969.0,966.6
2015-12-07,9.0,0.0,4.2,13.8,9.0,0.8,4.7,1.2,970.4,967.4
2015-12-08,10.8,0.0,5.6,15.9,10.0,1.1,4.7,4.6,973.9,969.5
2015-12-09,9.9,0.0,3.7,16.1,8.0,1.9,4.4,6.1,975.9,972.8
2015-12-10,9.7,0.0,4.5,14.9,99.0,1.7,5.3,6.3,973.5,970.5
2015-12-11,10.0,0.0,5.6,14.3,12.0,1.9,8.3,5.5,972.4,968.2
